"firmhash","firm","url","ranking","industry","sector","revenue_in_millions","profits_in_millions","market_value_in_millions","n_employees","reputation_score_2020","reputation_score_2019","reputation_score_growth","n_sentence","number_of_words","number_of_unique_words","ambiquity_score","gunning_fog_index","n_data_breaches","last_available_year","date_of_incorporation","stock_turnover","age_in_years","return_on_assets","number_of_reviews","rating_overall_employer","values_culture","diversity_inclusion","work_balance_life","management_senior","compensation_benefits","opportunities_career","female_male","number_of_shareholder_proposals","privacy_exists_policy","of_a_existence_report_transparency","option_contact","legislation_complied_with","third_party_sharing","protection_of_data_a_existence_officer","type_iso","privacy_url_policy"
41405358,"Aflac","https://www.aflac.com",146,"Insurance: Life and Health","Financials",21837.0,4607.0,33058.0,11729,"6.53","5.99",0.09015025041736227,330.0,9474.0,1369.0,0.0276546337,25.424949431,5,2020.0,"1955-01-01",84.6,66.5,0.017307,3200,3.9,4.1,4.3,3.9,3.6,3.5,3.8,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.aflac.com/about-aflac/privacy-policy.aspx"
97738551,"Eli Lilly","https://www.lilly.com",145,"Pharmaceuticals","Health Care",22319.5,8318.4,132760.4,33625,"","","",142.0,3458.0,848.0,0.031810295,21.7709202584,0,2020.0,"1901-01-17",6.17,120.6,0.109861,2800,4.2,4.1,4.1,4.0,3.7,4.0,3.7,"1",8.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.lilly.com/privacy"
96382114,"Lumen Technologies","https://www.lumen.com",143,"Telecommunications","Telecommunications",22401.0,5269.0,10307.1,42500,"","","",526.0,11972.0,876.0,0.0424323421,21.9976004848,0,2020.0,"1968-05-07",197.26,53.1,0.03771,4900,3.2,3.1,3.6,3.5,2.8,3.3,3.0,"1",1.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.lumen.com/en-us/about/legal/privacy-notice.html"
99368695,"Halliburton","https://www.halliburton.com",142,"Oil and Gas Equipment, Services","Energy",22408.0,1131.0,6027.4,55000,"","","",75.0,2125.0,624.0,0.0404705882,25.3568627451,0,2020.0,"1996-11-07",6.15,24.5,0.015659,4500,3.5,3.2,3.8,2.9,2.8,3.7,3.4,"1",2.0,1,0.0,1.0,"standard",1.0,0.0,0.0,"https://www.halliburton.com/en-US/about-us/legal/privacy-policy.html"
99974471,"Southwest Airlines","https://www.southwest.com",141,"Airlines","Transportation",9048.0,3074.0,28467.0,56537,"5.29","5.76",-0.08159722222222218,188.0,5683.0,1127.0,0.0404715819,24.4441200145,1,2020.0,"1967-03-09",21.86,54.2,-0.104182,2700,4.6,4.6,4.5,4.2,4.1,4.5,4.3,"1",3.0,1,0.0,1.0,"ccpa",1.0,1.0,0.0,"https://www.southwest.com/html/about-southwest/terms-and-conditions/privacy-policy-pol.html"
77644806,"Gilead Sciences","https://www.gilead.com",140,"Pharmaceuticals","Health Care",22449.0,5386.0,94124.0,11800,"","","",138.0,4072.0,1004.0,0.0358546169,26.2920930497,0,2020.0,"1987-06-22",14.67,33.9,0.107827,1200,3.7,3.5,3.6,3.1,3.2,4.1,3.4,"1",4.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.gilead.com/privacy-statements"
83534384,"Broadcom","https://www.broadcom.com",138,"Semiconductors and Other Electronic Components","Technology",22597.0,2724.0,94790.5,19000,"","","",178.0,4603.0,995.0,0.0336736911,23.1267878545,0,2020.0,"2018-01-17",23.82,3.2,0.042679,3100,3.4,2.7,3.3,3.2,2.9,3.9,2.8,"1",1.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.broadcom.com/company/legal/privacy/policy"
43863760,"Visa","https://usa.visa.com",137,"Consumer Credit Card and Related Services","Business Services",21479.0,10720.0,496377.0,20500,"7.86","7.70",0.020779220779220797,175.0,3020.0,727.0,0.0367549669,19.154512772,0,2020.0,"2007-01-01",9.72,14.3,0.112382,3900,4.1,4.1,4.1,4.0,3.7,4.0,3.7,"1",2.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://usa.visa.com/dam/VCOM/global/support-legal/documents/privacy-notice.pdf"
53578149,"Penske Automotive Group","https://www.penskeautomotive.com",136,"Specialty Retailers","Retailing",20524.0,445.0,5287.0,27000,"6.41","5.62",0.14056939501779359,198.0,4337.0,967.0,0.0251325801,21.6829903834,0,2020.0,"1990-12-06",5.97,30.4,0.029353,450,4.4,4.4,4.7,4.2,4.2,4.4,4.4,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.penskeautomotive.com/privacy/privacy-policy/"
56444265,"Amgen","https://www.amgen.com",135,"Pharmaceuticals","Health Care",23362.0,7842.0,119571.5,23400,"6.66","6.92",-0.03757225433526008,922.0,16702.0,2412.0,0.0119147407,23.4500344043,0,2020.0,"1986-10-31",6.53,34.5,0.095063,2700,4.1,3.9,4.1,3.7,3.6,4.1,3.7,"1",3.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.amgen.com/privacy-statement"
41298594,"Micron Technology","https://www.micron.com",134,"Semiconductors and Other Electronic Components","Technology",23406.0,6313.0,46778.5,37000,"","","",186.0,3927.0,909.0,0.0303030303,20.9228796504,0,2020.0,"1984-04-06",3.82,37.1,0.043733,3100,3.7,3.6,3.9,3.0,3.3,3.9,3.7,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.micron.com/privacy"
70488772,"Cummins","https://www.cumminseurope.com/",132,"Industrial Machinery","Industrials",19559.0,1588.0,35008.0,61615,"","","",307.0,7724.0,1412.0,0.0297773175,22.7308555591,0,2020.0,"1919-02-03",5.78,102.5,0.056419,5000,4.0,4.0,4.3,4.0,3.4,3.7,3.6,"1",1.0,1,0.0,0.0,"standard",1.0,1.0,0.0,"https://www.cummins.com/privacy-and-legal"
24832322,"Dollar Tree","https://www.dollartree.com",131,"Specialty Retailers: Other","Retailing",23610.8,827.0,17398.5,125000,"","","",183.0,3292.0,736.0,0.0346294046,19.1154340046,0,2020.0,"2008-02-22",7.44,13.2,0.067403,4700,3.2,2.9,3.5,3.0,2.9,2.5,3.0,"1",2.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.dollartree.com/privacy-policy"
20094071,"Baker Hughes","https://www.bakerhughes.com",129,"Oil and Gas Equipment, Services","Energy",23838.0,128.0,10827.3,68000,"","","",151.0,3743.0,931.0,0.029922522,23.5406659318,0,2020.0,"2016-10-28",4.68,4.5,0.014172,2300,3.7,3.5,3.9,3.4,3.0,3.9,3.3,"1",1.0,1,0.0,1.0,"standard",1.0,0.0,1.0,"https://www.bakerhughes.com/privacy"
97012135,"CBRE Group","https://www.cbre.com",128,"Real Estate","Financials",24036.0,1076.0,21772.0,100000,"6.91","6.65",0.03909774436090222,133.0,4277.0,983.0,0.0346036942,24.263672274,0,2020.0,"2001-02-20",432.64,20.2,0.043294,5800,4.0,3.9,4.0,3.7,3.6,3.7,3.8,"1",2.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.cbre.com/about/privacy-policy"
57980856,"NGL Energy Partners","https://www.nglenergypartners.com",127,"Pipelines","Energy",24087.8,360.0,333.7,1300,"","","",85.0,2096.0,648.0,0.0305343511,21.3520790301,0,2019.0,"2010-09-08",21.86,10.6,0.01712,55,1.9,1.5,3.0,2.0,1.8,2.3,1.8,"1","",1,0.0,0.0,"standard",0.0,0.0,0.0,"http://www.nglenergypartners.com/privacy-policy"
28580986,"Qualcomm","https://www.qualcomm.com",126,"Semiconductors","Technology",23531.0,5198.0,186163.0,41000,"6.53","6.46",0.010835913312693542,77.0,2033.0,616.0,0.0309886867,22.1498240078,0,2020.0,"1991-08-15",8.37,29.7,0.136758,7200,4.1,3.7,3.8,3.4,3.4,3.9,3.8,"1",1.0,1,0.0,1.0,"standard ",1.0,1.0,0.0,"https://www.qualcomm.com/site/privacy"
63338445,"PBF Energy","https://www.pbfenergy.com",125,"Petroleum Refining","Energy",24508.2,319.4,848.1,3442,"","","",1.0,3.0,3.0,0.0,14.5333333333,0,2020.0,"2011-11-07",8.96,9.5,-0.094519,111,3.7,3.3,3.4,2.9,2.7,4.3,3.0,"1","",0,"","","","","","","https://www.pbfenergy.com/privacy-statement/"
78257680,"Duke Energy","https://www.duke-energy.com",123,"Electric and Gas Utilities","Energy",23773.0,2114.0,66815.0,28793,"6.46","5.95",0.08571428571428567,170.0,5501.0,1104.0,0.0330848937,27.0573269031,3,2020.0,"2005-05-03",7.54,16.0,0.021612,1200,4.1,4.1,4.1,3.9,3.5,4.1,3.9,"0",6.0,1,0.0,1.0,"standard",0.0,0.0,0.0,"https://www.duke-energy.com/Legal/Privacy"
85363982,"Jabil","https://www.jabil.com",121,"Semiconductors and Other Electronic Components","Technology",25282.3,287.1,3738.4,200000,"","","",116.0,3216.0,862.0,0.0379353234,23.7389089038,0,2020.0,"1992-02-21",8.71,29.2,0.044044,1800,3.4,3.2,3.4,3.0,3.0,3.3,3.2,"1","",1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.jabil.com/about-us/the-jabil-code/privacy.html"
82017061,"Macy’s","https://www.macysinc.com",120,"General Merchandisers","Retailing",25331.0,564.0,1520.4,123000,"","","",32.0,823.0,295.0,0.0291616039,20.3482533414,2,2019.0,"1985-12-13",6.53,35.4,-0.029,22000,3.4,3.3,3.8,3.3,3.0,3.0,3.1,"1",1.0,1,0.0,0.0,"standard",0.0,1.0,0.0,"https://www.macysinc.com/privacy-policy"
40232297,"Thermo Fisher Scientific","https://www.thermofisher.com",119,"Medical Products and Equipment","Technology",28497.0,4879.0,204446.0,75000,"6.55","6.06",0.08085808580858089,152.0,4178.0,912.0,0.0320727621,25.2503615429,0,2020.0,"1960-10-11",8.0,60.7,0.077275,4900,3.7,3.6,3.8,3.4,3.3,3.5,3.6,"1","",1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.thermofisher.com/us/en/home/global/privacy-policy.html"
59306024,"Paccar","https://www.paccar.com",118,"Construction and Farm Machinery","Industrials",18729.0,1298.0,30969.0,27000,"6.62","","",197.0,6181.0,1579.0,0.0198996926,26.2567737877,1,2020.0,"1971-11-19",15.33,49.5,0.035724,642,3.2,3.0,2.8,3.5,2.6,3.2,3.1,"1",3.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.paccar.com/privacy.aspx"
44470487,"Bristol-Myers Squibb","https://www.bms.com",115,"Pharmaceuticals","Health Care",39395.0,44.0,149709.0,30000,"6.63","6.84",-0.030701754385964907,138.0,3472.0,751.0,0.0411866359,23.3932612035,0,2020.0,"1933-08-11",20.5,87.9,0.039,2600,4.1,4.1,4.1,3.9,3.6,4.1,3.7,"1",3.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.bms.com/privacy-policy.html"
31261614,"U.S. Bancorp","https://www.usbank.com",113,"Superregional Banks","Financials",25241.0,4959.0,68690.0,70000,"7.63","7.61",0.0026281208935610475,135.0,3456.0,821.0,0.0367476852,23.3302777778,0,"","","","",0.009501,6700,3.7,3.7,4.0,3.6,3.2,3.4,3.4,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.usbank.com/about-us-bank/privacy/security.html"
56327554,"Dollar General","https://www.dollargeneral.com",112,"Specialty Retailers","Retailing",27754.0,1712.6,47928.0,143000,"5.63","","",123.0,4033.0,919.0,0.0451276965,25.5230841493,1,2020.0,"1998-05-29",6.43,22.9,0.091333,8000,2.9,2.8,3.4,2.5,2.6,2.7,3.2,"1",2.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.dollargeneral.com/privacy-policy.html"
70275980,"ViacomCBS","https://www.viacbs.com",111,"Entertainment","Media",27812.0,3308.0,16130.0,26280,"","","",256.0,5597.0,1066.0,0.0400214401,21.4592664039,0,2020.0,"1986-11-10",14.39,34.5,0.055086,2500,3.7,3.7,3.9,3.7,3.2,3.5,3.3,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.viacomcbsprivacy.com/en/policy?r=www.viacomcbs.com"
38807133,"Hewlett Packard Enterprise","https://www.hpe.com",109,"Computers","Technology",26982.0,322.0,15962.0,59400,"5.97","5.51",0.08348457350272231,165.0,4606.0,1050.0,0.0310464611,25.0175586521,2,2020.0,"2015-02-25",10.09,6.1,0.020294,13000,3.7,3.8,4.3,3.9,3.3,3.5,3.3,"1",1.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.hpe.com/us/en/legal/privacy.html"
42046784,"Travelers Cos.","https://www.travelers.com",106,"Insurance: Property and Casualty","Financials",31981.0,2697.0,36735.0,30000,"6.83","6.71",0.01788375558867364,84.0,2521.0,695.0,0.034906783,24.2062692431,0,"","","","",0.019701,3400,4.1,4.1,4.2,4.0,3.8,4.1,4.0,"1","",1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.travelers.com/about-travelers/privacy-statements"
81079250,"Abbott Laboratories","https://www.abbott.com",104,"Medical Products and Equipment","Health Care",34608.0,4495.0,200082.0,107000,"7.18","6.86",0.04664723032069962,145.0,4379.0,958.0,0.0365380224,25.4711852021,0,2020.0,"1900-03-06",6.91,121.4,0.049426,5200,3.9,3.6,3.8,3.3,3.2,4.0,3.6,"1",4.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.abbott.com/privacy-policy.html"
98041190,"Northwestern Mutual","https://www.northwesternmutual.com",102,"Insurance: Life and Health","Financials",32294.0,1268.0,"",5964,"6.34","6.29",0.007949125596184391,121.0,3060.0,678.0,0.0290849673,24.2987090153,2,"","","","",0.023612,7100,4.1,4.2,4.2,4.0,4.1,3.8,4.1,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.northwesternmutual.com/online-privacy-statement/"
48682231,"Enterprise Products Partners","https://www.enterpriseproducts.com",101,"Pipelines","Energy",32789.0,4591.3,38472.0,7300,"","","",48.0,1161.0,354.0,0.044788975,21.1478682171,0,2020.0,"1998-04-09",8.23,23.1,0.054584,283,4.3,4.0,4.2,4.0,3.8,4.3,4.1,"1","",1,0.0,0.0,"standard",1.0,0.0,0.0,"https://www.enterpriseproducts.com/privacy-policy"
45830312,"StoneX Group","https://www.stonex.com",100,"Diversified Financials","Financials",50617.0,99.0,988.0,2012,"","","",132.0,2870.0,670.0,0.0296167247,20.3624749235,0,2020.0,"1998-01-01",16.47,23.3,0.014337,214,3.6,3.3,3.1,3.2,3.3,3.7,3.0,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://my.stonex.com/s/privacy-policy?language=en_US"
69795220,"AbbVie","https://www.abbvie.com",99,"Pharmaceuticals","Health Care",40650.0,7381.0,198828.0,47000,"6.46","6.49",-0.004622496147919915,202.0,6533.0,1193.0,0.0355120159,26.6271280763,0,2020.0,"2012-04-10",13.84,9.0,0.081874,2100,4.0,3.8,3.9,3.6,3.5,4.1,3.7,"1",3.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.abbvie.com/privacy.html"
9953010,"Plains GP Holdings","https://www.plainsallamerican.com",98,"Pipelines","Energy",33669.0,331.0,1463.0,5000,"","","",79.0,2013.0,562.0,0.0303030303,21.7572336773,0,2020.0,"2013-07-17",36.0,7.8,0.019022,191,3.9,3.6,3.2,3.7,3.4,3.9,3.4,"1","",1,0.0,1.0,"standard",0.0,0.0,0.0,"https://www.plainsallamerican.com/privacy-policy"
65808664,"Capital One Financial","https://www.capitalone.com",97,"Consumer Credit Card and Related Services","Financials",31643.0,2714.0,50946.0,52000,"6.29","6.14",0.024429967426710157,157.0,3751.0,854.0,0.0410557185,22.8224836859,4,2020.0,"1994-11-22",8.0,26.5,0.006692,9800,4.2,4.2,4.3,4.2,3.7,4.2,3.8,"1",2.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.capitalone.com/privacy/online-privacy-policy"
38940501,"Exelon","https://www.exeloncorp.com",95,"Electric and Gas Utilities","Energy",33267.0,2376.0,41928.0,32713,"6.20","6.19",0.0016155088852988345,97.0,2435.0,622.0,0.0435318275,21.3923664769,0,2020.0,"1999-02-04",19.19,22.3,0.0212,883,4.0,3.9,4.3,3.5,3.6,4.4,3.9,"1","",1,0.0,1.0,"standard",1.0,0.0,0.0,"https://www.exeloncorp.com/privacy-policy"
91650972,"USAA","https://www.usaa.com",94,"Insurance: Property and Casualty","Financials",35618.0,4007.0,"",35076,"6.78","6.90",-0.0173913043478261,226.0,4610.0,1025.0,0.0310195228,19.2569059183,2,"","","","","",3900,3.9,4.0,4.1,3.7,3.3,4.0,3.4,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.usaa.com/inet/wc/security_protect_your_personal_information"
10238564,"ConocoPhillips","https://www.conocophillips.com",93,"Mining, Crude-Oil Production","Energy",21475.0,1209.0,61446.0,9800,"6.73","6.59",0.02124430955993939,208.0,6200.0,1275.0,0.034516129,25.0263027295,0,2020.0,"2001-11-16",18.75,19.5,-0.015285,1200,3.9,3.8,3.5,3.8,3.4,4.3,3.2,"1",1.0,1,0.0,1.0,"standard",1.0,0.0,0.0,"https://www.conocophillips.com/legal-and-privacy-policy/"
99007911,"Honeywell International","https://www.honeywell.com",92,"Electronics","Industrials",32637.0,4779.0,146007.0,113000,"7.30","7.17",0.018131101813110166,4432.0,98681.0,20355.0,0.002675287,23.8254114743,0,2020.0,"1999-11-24",7.27,21.4,0.067476,12000,3.5,3.2,3.8,3.2,3.0,3.5,3.6,"1",2.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.honeywell.com/us/en/privacy-statement"
95830263,"World Fuel Services","https://www.wfscorp.com",91,"Energy","Energy",36819.0,178.9,1489.0,5500,"","","",198.0,6039.0,1164.0,0.0455373406,24.6325219407,0,2020.0,"1984-07-20",59.13,36.8,0.020704,345,3.4,3.4,4.6,3.5,3.2,3.8,3.4,"1",1.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.wfscorp.com/en/privacy-policy"
47744325,"Massachusetts Mutual Life","https://www.massmutual.com",89,"Insurance: Life and Health","Financials",37254.0,3701.0,"",9896,"6.17","6.20",-0.004838709677419395,93.0,2630.0,689.0,0.0414448669,23.311827957,4,"","","","","",1700,3.8,3.9,4.0,3.8,3.4,3.6,3.5,"1","",1,0.0,0.0,"standard",1.0,1.0,0.0,"https://www.massmutual.com/legal/privacy-policy"
10940099,"Progressive","https://www.progressive.com",86,"Insurance: Property and Casualty","Financials",42658.0,5705.0,56224.0,41571,"6.68","6.33",0.05529225908372822,26.0,478.0,240.0,0.0146443515,18.2325072417,0,2020.0,"1937-01-01",3.66,84.5,0.077622,3400,4.1,4.3,4.4,3.7,3.9,4.1,4.1,"0",1.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"http://www.progressive.com/privacy/"
71942107,"Deere","https://www.deere.com",84,"Construction and Farm Machinery","Industrials",35540.0,2751.0,94622.0,69634,"8.40","7.37",0.1397557666214383,165.0,3695.0,931.0,0.0300405954,22.2187394924,1,2020.0,"1958-04-25",7.11,63.1,0.047326,3600,3.9,3.8,3.6,3.7,3.4,4.0,3.6,"1",1.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.deere.com/en/privacy-and-data/"
59705430,"Oracle","https://www.oracle.com",82,"Computer Software","Technology",39506.0,11083.0,170158.0,136000,"","","",159.0,5305.0,1045.0,0.0326107446,27.0537347584,1,2020.0,"2005-09-09",185.16,15.6,0.089694,33000,3.6,3.2,3.6,3.8,3.0,3.5,3.4,"0",3.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.oracle.com/legal/privacy/privacy-policy.html"
31281210,"TIAA","https://www.tiaa-cref.org",81,"Insurance: Life and Health","Financials",40455.0,2461.0,"",16533,"6.52","6.30",0.03492063492063488,113.0,2403.0,737.0,0.0262172285,20.7741930257,0,"","","","","",2200,3.9,3.9,4.4,4.0,3.4,4.3,3.4,"0","",1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.tiaa.org/public/support/privacy/privacy-notice"
24984086,"TJX","https://www.tjx.com",80,"Specialty Retailers","Retailing",33401.0,750.0,81992.0,286000,"6.15","6.18",-0.004854368932038731,59.0,1743.0,529.0,0.0401606426,24.1864270642,0,2019.0,"1962-04-09",3.66,59.2,0.001597,2900,3.8,3.8,4.0,3.5,3.4,3.3,3.6,"1",6.0,1,0.0,1.0,"standard",1.0,0.0,0.0,"https://www.tjx.com/privacy"
25243892,"Liberty Mutual Insurance Group","https://www.libertymutual.com",77,"Insurance: Property and Casualty (Stock)","Financials",43228.0,1044.0,"",45000,"","","",64.0,2061.0,666.0,0.0276564774,26.932681344,0,"","","","",0.00521403,5900,3.8,3.7,4.1,3.7,3.3,4.0,3.6,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.libertymutualgroup.com/general/about-lm/corporate-information/website-and-data-privacy"
50025160,"United Airlines Holdings","https://www.united.com",76,"Airlines","Transportation",43259.0,3009.0,9114.0,96000,"","","",1957.0,54894.0,1482.0,0.038510584,23.4967822167,3,2020.0,"1968-12-30",16.48,52.4,-0.10124,4200,4.1,3.9,4.3,3.8,3.5,4.2,3.9,"1",4.0,1,0.0,1.0,"ccpa",1.0,1.0,0.0,"https://www.united.com/ual/en/us/fly/privacy.html"
60987513,"Best Buy","https://investors.bestbuy.com/investor-relations/overview/default.aspx",75,"Specialty Retailers","Retailing",45521.0,1727.0,29062.0,125000,"7.39","5.41",0.365988909426987,139.0,2949.0,782.0,0.0400135639,20.5853475511,2,2020.0,"1966-10-20",8.42,54.6,0.093304,25000,3.8,3.7,4.1,3.4,3.3,3.6,3.4,"1",1.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.bestbuy.com/site/help-topics/privacy-policy/pcmcat204400050062.c?id=pcmcat204400050062&intl=nosplash"
95760748,"Nationwide","https://www.nationwide.com",74,"Insurance: Property and Casualty (Mutual)","Financials",43982.0,829.7,"",28114,"","","",167.0,3757.0,833.0,0.0393931328,21.5513709339,1,"","","","","",3800,3.8,3.9,4.3,3.9,3.4,3.7,3.5,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.nationwide.com/personal/privacy-security/pages/privacy"
62824499,"New York Life Insurance","https://www.newyorklife.com",73,"Insurance: Life and Health","Financials",44117.0,1004.0,"",11519,"6.40","6.36",0.0062893081761006345,25.0,332.0,186.0,0.015060241,17.6011566265,1,"","","","","",3600,4.0,4.1,4.5,4.0,3.9,3.8,3.9,"1","",1,0.0,0.0,"1",1.0,1.0,1.0,"https://www.newyorklife.com/about/privacy-policy"
77223592,"Allstate","https://www.allstate.com",72,"Insurance: Property and Casualty","Financials",44245.0,4725.0,33752.0,46035,"6.66","6.53",0.01990811638591116,180.0,4676.0,1035.0,0.0286569718,24.3945328391,1,2020.0,"1931-01-01",3.66,90.5,0.043308,6700,3.5,3.4,3.9,3.6,3.1,3.2,3.2,"1",2.0,1,0.0,1.0,"standards",1.0,1.0,1.0,"https://www.allstate.com/about/privacy-statement-aic.aspx"
7684579,"Charter Communications","https://www.charter.com",71,"Telecommunications","Telecommunications",45764.0,1668.0,137205.0,95100,"","","",10.0,113.0,71.0,0.0088495575,20.8031858407,0,2020.0,"2003-07-09",38.46,17.8,0.035897,7700,3.3,2.9,3.8,2.9,2.8,3.8,3.3,"1",2.0,1,0.0,0.0,"standard",1.0,1.0,0.0,"https://www.spectrum.com/policies/privacy-policy"
73347725,"American Airlines Group","https://www.aa.com",70,"Airlines","Transportation",45768.0,1686.0,5655.0,133700,"","","",187.0,6070.0,1155.0,0.0382207578,25.3134465108,1,2020.0,"1982-02-16",10.74,39.3,-0.113296,41000,3.9,3.6,4.1,3.7,3.1,3.9,3.6,"1",1.0,1,0.0,1.0,"ccpa",1.0,1.0,0.0,"https://www.aa.com/i18n/customer-service/support/privacy-policy.jsp"
11663411,"Merck","https://www.merck.com",69,"Pharmaceuticals","Health Care",47347.0,11517.0,208627.0,71000,"7.45","7.46",-0.001340482573726513,137.0,3911.0,815.0,0.0439785221,24.3261629654,0,2020.0,"1970-07-28",7.61,50.9,0.032177,4500,4.2,4.1,4.3,3.9,3.7,4.1,3.8,"1",3.0,1,0.0,1.0,"standard",0.0,1.0,0.0,"https://www.msdprivacy.com/us/en/internet-privacy-policy/"
33131762,"Delta Air Lines","https://www.delta.com",68,"Airlines","Transportation",17095.0,12385.0,26543.0,90000,"6.89","7.31",-0.05745554035567715,266.0,11935.0,1750.0,0.0274821952,30.7299406875,2,2020.0,"1967-03-16",23.35,54.2,-0.084231,4000,4.5,4.4,4.5,4.1,4.0,4.4,4.2,"1",4.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.delta.com/us/en/legal/privacy-and-security"
39511968,"American Express","https://www.americanexpress.com",67,"Consumer Credit Card and Related Services","Financials",38185.0,3135.0,103823.0,64000,"6.76","6.51",0.03840245775729647,129.0,3692.0,865.0,0.0303358613,24.2216264792,4,2020.0,"1850-03-18",22.4,171.5,0.016089,10000,4.2,4.2,4.4,4.2,3.8,3.9,3.9,"1",2.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.americanexpress.com/us/company/privacy-center/online-privacy-disclosures/"
61173779,"American International Group","https://www.aig.com",66,"Insurance: Property and Casualty (Stock)","Financials",49746.0,3348.0,27682.0,46000,"","","",163.0,5118.0,1083.0,0.0293083236,25.1112872408,0,2020.0,"1919-01-01",3.66,102.6,0.003077,5600,3.6,3.4,3.7,3.8,3.0,3.7,3.1,"1",1.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.aig.com/privacy-policy"
17081064,"HCA Healthcare","https://www.hcahealthcare.com",65,"Health Care: Medical Facilities","Health Care",50763.0,3399.0,56831.0,245000,"6.83","","",500.0,12355.0,2580.0,0.0254148118,22.9410619183,0,2020.0,"2010-10-19",25.45,10.5,0.097273,3000,3.6,3.6,3.8,3.4,3.2,3.5,3.6,"1",1.0,1,0.0,1.0,"standard",1.0,0.0,0.0,"https://hcahealthcare.com/legal/index.dot#privacy-policy"
89802512,"Pfizer","https://www.pfizer.com",64,"Pharmaceuticals","Health Care",48649.0,8686.0,202882.0,88300,"6.52","6.65",-0.019548872180451243,150.0,4163.0,989.0,0.0350708624,23.9286213468,0,2020.0,"1942-06-02",5.21,79.1,0.039342,5300,4.3,4.1,4.1,3.9,3.7,4.2,3.8,"1",8.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.pfizer.com/Privacy"
93968555,"Cisco Systems","https://www.cisco.com",63,"Network and Other Communications Equipment","Technology",48071.0,10462.0,191585.0,77500,"6.55","7.85",-0.16560509554140126,141.0,3380.0,886.0,0.0301775148,23.6478240799,1,2020.0,"2021-01-15",38.46,0.2,0.091162,23000,4.1,4.2,4.1,4.1,3.7,4.0,3.8,"1",2.0,1,1.0,1.0,"standard ",1.0,1.0,1.0,"https://www.cisco.com/c/en/us/about/legal/privacy-full.html"
81280069,"Caterpillar","https://www.caterpillar.com",62,"Construction and Farm Machinery","Industrials",41748.0,2998.0,104491.0,102300,"8.08","7.34",0.10081743869209812,613.0,15257.0,3094.0,0.0245788818,25.2246848851,0,2020.0,"1986-03-12",3.66,35.2,0.039522,5100,3.9,3.6,3.8,3.6,3.2,4.0,3.4,"1",3.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.caterpillar.com/en/legal-notices/dataprivacy.html"
92536935,"Morgan Stanley","https://www.morganstanley.com",61,"Megabanks","Financials",52047.0,10996.0,135401.0,68097,"6.41","6.55",-0.02137404580152667,120.0,2693.0,775.0,0.0211659859,23.8448434212,1,2020.0,"1924-01-01",38.46,97.6,0.011116,11000,4.0,4.0,4.0,3.6,3.7,3.7,3.8,"1",2.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.morganstanley.com/disclaimers/us-privacy-policy-and-notice"
