"firmhash","firm","sector","composite_relational_ig_practises","composite_formal_ig_practises","return_on_assets","log_n_employees","csr_index","sqrt_n_data_breaches","sqrt_age_in_years","dummy_sector_Health Care","dummy_sector_Technology","dummy_sector_Media","dummy_sector_Energy","dummy_sector_Financials","dummy_sector_Retailing","dummy_sector_Industrials","dummy_sector_Business Services","dummy_sector_Household Products","dummy_sector_Transportation","dummy_sector_Telecommunications"
3894558,"Centene","Health Care",0.4853091752403186,0.25,0.046826,11.171842615791332,0.0026775693,1.4142135623730951,6.123724356957945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69858041,"Target","Retailing",0.4777143492221211,0.25,0.087847,12.815838217151068,0.0527126769,1.7320508075688772,10.936178491593852,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55229784,"State Farm Insurance","Financials",0.4968748884378476,0.25,0.021749555,10.962527066084414,-0.0142857143,2.0,9.622889378975527,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16922709,"Johnson & Johnson","Health Care",0.418292395317218,0.25,0.075213,11.792071206399722,0.0667280357,0.0,11.571516754514075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83192852,"Dell Technologies","Technology",0.514606505832109,0.5,0.025317,12.013700752882718,0.0729574066,0.0,2.8809720581775866,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96185568,"Citigroup","Financials",0.4189215214152335,0.5,0.005274,12.254862809699606,0.0737058599,1.7320508075688772,10.425929215182691,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31743452,"Anthem","Health Care",0.4863766637049051,0.25,0.062931,11.164785423481334,0.00513609,2.8284271247461903,4.171330722922842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36053009,"Home Depot","Retailing",0.5045081721099669,0.5,0.211649,12.93771912524073,0.0422604535,2.449489742783178,6.557438524302,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4802185,"Bank of America","Financials",0.4891948605307111,0.25,0.006811,12.26672079648156,0.0160424505,2.449489742783178,7.259476565152615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
56358397,"Microsoft","Technology",0.7613130067581265,0.75,0.128113,12.0015054797889,0.0922072393,1.0,5.263078946776307,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25821083,"Verizon Communications","Telecommunications",0.8420319490274167,0.5,0.064531,11.792071206399722,0.0465511713,1.0,6.1400325732035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
69943097,"JPMorgan Chase","Financials",0.4364181059350248,0.25,0.009592,12.450394348261582,0.020492445,1.7320508075688772,7.259476565152615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26299420,"Cardinal Health","Health Care",0.4727100954415068,0.25,0.027605,10.778956289890028,0.0134099617,1.4142135623730951,6.488451279003334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46807785,"Costco Wholesale","Retailing",0.4732592018163261,0.25,0.077941,12.27606501735021,0.0047627341,0.0,5.8395205282625735,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
76661259,"Alphabet","Technology",0.7582107549440549,0.5,0.128979776,11.79147344835286,0.0373214908,1.0,2.4083189157584592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20885145,"AmerisourceBergen","Health Care",0.4390598962234621,0.5,0.0328,9.998797732340453,0.0045374379,0.0,4.494441010848846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10087241,"AT&T","Telecommunications",0.7427906332714042,0.5,0.029765,12.349133488370828,0.0396664812,2.8284271247461903,6.1400325732035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23217707,"McKesson","Health Care",0.4631879205884585,0.5,0.032177,11.156250521031495,0.0347309991,1.4142135623730951,5.186520991955976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51333781,"Berkshire Hathaway","Financials",0.4638425439396942,0.5,0.051524,12.877740794412995,-0.0136476976,0.0,11.519548602267363,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
42703456,"CVS Health","Health Care",0.4571794958606641,0.25,0.037687,12.577636201962656,0.0337485921,2.449489742783178,4.979959839195493,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24788477,"Apple","Technology",0.717486897718434,0.5,0.133611,11.898187865760873,0.0238053773,2.6457513110645907,6.670832032063167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18101757,"Amazon","Retailing",0.7364031368281005,0.5,0.052381,13.933560224738088,-0.0370710388,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7268382,"Walmart","Retailing",0.4368104367011416,0.25,0.068886,14.603967918328545,0.0166492511,2.23606797749979,7.19027120489902,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
