"firmhash","firm","sector","reputation_score_2020","composite_relational_ig_practises","composite_formal_ig_practises","return_on_assets","log_n_employees","csr_index","logmin_n_data_breaches","sqrt_age_in_years","dummy_sector_Health Care","dummy_sector_Technology","dummy_sector_Media","dummy_sector_Energy","dummy_sector_Financials","dummy_sector_Retailing","dummy_sector_Industrials","dummy_sector_Business Services","dummy_sector_Household Products","dummy_sector_Transportation","dummy_sector_Telecommunications","young_firm"
92536935,"Morgan Stanley","Financials",6.41,0.5130727795750593,0.5,0.011116,11.128688438303811,0.0372751769,0.6931471805599453,9.879271228182775,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48599151,"Goldman Sachs Group","Financials",6.7,0.4476370936418137,0.5,0.008774,10.60905725309463,0.056313546,1.0986122886681098,5.513619500836088,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
94341056,"HP","Technology",6.36,0.42803568448155915,0.75,0.079752,10.87804719253426,0.1082213763,1.0986122886681098,4.8270073544588685,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17368181,"Prudential Financial (U.S.)","Financials",6.57,0.48253390382457956,0.25,-0.000175,10.849550656077264,0.0548602738,0.0,4.516635916254486,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
92380288,"Humana","Health Care",6.62,0.5178168644423382,0.5,0.097317,10.736396675471232,0.0311204296,2.3978952727983707,7.7781745930520225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48056767,"Procter & Gamble","Household Products",7.34,0.4347974957168058,0.25,0.096226,11.502875129116727,0.0758322138,0.0,10.784247771634329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
55529641,"Walt Disney","Media",8.49,0.40818422288056266,0.75,0.003627,12.220961258023925,0.0643749689,0.0,1.760681686165901,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
32700926,"MetLife","Financials",6.23,0.46809713291817506,0.5,0.00638,10.799575577092764,0.0585239367,0.6931471805599453,12.601587201618692,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31132966,"FedEx","Transportation",6.08,0.41608412159379954,0.25,0.0396,12.832540348072408,0.0271729335,0.6931471805599453,4.868264577855234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
79142021,"Facebook","Technology",6.3,0.7103119771965272,0.25,0.139528,10.713128048531878,0.0203584046,1.6094379124341003,4.09878030638384,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
56495473,"Intel","Technology",6.91,0.4138515366503682,0.25,0.10305,11.61548205329532,0.138528415,0.6931471805599453,5.683308895353129,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40837856,"Lowe’s","Retailing",6.83,0.38216689931733194,0.25,0.157935,12.468436909997665,0.0328097615,0.6931471805599453,8.300602387778854,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
3894558,"Centene","Health Care",6.72,0.47101655950352767,0.25,0.046826,11.171842615791332,0.0026775693,1.0986122886681098,6.115553940568262,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69858041,"Target","Retailing",7.63,0.467177825537763,0.25,0.087847,12.815838217151068,0.0527126769,1.3862943611198906,10.936178491593852,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
55229784,"State Farm Insurance","Financials",6.27,0.48579396077757736,0.25,0.021749555,10.962527066084414,-0.0142857143,1.6094379124341003,9.622889378975527,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16922709,"Johnson & Johnson","Health Care",7.55,0.4042265628907011,0.25,0.075213,11.792071206399722,0.0667280357,0.0,11.571516754514077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
83192852,"Dell Technologies","Technology",6.61,0.5040124911413001,0.5,0.025317,12.013700752882718,0.0729574066,0.0,2.8809720581775866,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
96185568,"Citigroup","Financials",6.12,0.40646512080633823,0.5,0.005274,12.254862809699606,0.0737058599,1.3862943611198906,10.421132376090421,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31743452,"Anthem","Health Care",6.69,0.4716898022275235,0.25,0.062931,11.164785423481334,0.00513609,2.1972245773362196,4.171330722922842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
36053009,"Home Depot","Retailing",7.06,0.49317500393647984,0.5,0.211649,12.93771912524073,0.0422604535,1.9459101490553132,6.557438524302,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
4802185,"Bank of America","Financials",6.92,0.4764178889143149,0.25,0.006811,12.266720796481561,0.0160424505,1.9459101490553132,7.252585745787498,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56358397,"Microsoft","Technology",8.3,0.7484008806109166,0.75,0.128113,12.0015054797889,0.0922072393,0.6931471805599453,5.263078946776307,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
25821083,"Verizon Communications","Telecommunications",6.81,0.836151567980066,0.5,0.064531,11.792071206399722,0.0465511713,0.6931471805599453,6.1400325732035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
69943097,"JPMorgan Chase","Financials",7.24,0.4228022722697855,0.25,0.009592,12.450394348261582,0.020492445,1.3862943611198906,7.259476565152615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26299420,"Cardinal Health","Health Care",5.16,0.46255386871548065,0.25,0.027605,10.778956289890028,0.0134099617,1.0986122886681098,6.488451279003334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
46807785,"Costco Wholesale","Retailing",7.33,0.75,0.25,0.077941,12.27606501735021,0.0047627341,0.0,5.8395205282625735,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
76661259,"Alphabet","Technology",7.68,0.7489279889685205,0.5,0.128979776,11.79147344835286,0.0373214908,0.6931471805599453,2.4083189157584592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20885145,"AmerisourceBergen","Health Care",5.57,0.4262171367742681,0.5,0.0328,9.998797732340453,0.0045374379,0.0,4.494441010848846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
10087241,"AT&T","Telecommunications",7.26,0.7305003422041108,0.5,0.029765,12.349133488370827,0.0396664812,2.1972245773362196,6.1400325732035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
23217707,"McKesson","Health Care",6.38,0.4499524186180321,0.5,0.032177,11.156250521031495,0.0347309991,1.0986122886681098,5.186520991955976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
51333781,"Berkshire Hathaway","Financials",7.64,0.4540313273291601,0.5,0.051524,12.877740794412995,-0.0136476976,0.0,11.519548602267365,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42703456,"CVS Health","Health Care",6.81,0.43409697298882377,0.25,0.037687,12.577636201962656,0.0337485921,1.9459101490553132,4.979959839195493,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
24788477,"Apple","Technology",8.19,0.7024479648683644,0.5,0.133611,11.898187865760873,0.0238053773,2.0794415416798357,6.670832032063167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18101757,"Amazon","Retailing",7.75,0.7254621311189896,0.5,0.052381,13.933560224738088,-0.0370710388,0.6931471805599453,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
7268382,"Walmart","Retailing",7.0,0.4237777649072666,0.25,0.068886,14.603967918328545,0.0166492511,1.791759469228055,7.19027120489902,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
