"firmhash","firm","url","ranking","industry","sector","revenue_in_millions","profits_in_millions","market_value_in_millions","n_employees","reputation_score_2020","reputation_score_2019","include","ranklabel"
31281210,"TIAA","https://www.tiaa-cref.org",81,"Insurance: Life and Health","Financials",40455.0,2461.0,"",16533,6.52,6.3,True,"1-200"
24984086,"TJX","https://www.tjx.com",80,"Specialty Retailers","Retailing",33401.0,750.0,81992.0,286000,6.15,6.18,True,"1-200"
73887093,"Tyson Foods","https://www.tysonfoods.com",79,"Food Production","Food, Beverages & Tobacco",43185.0,2140.0,24169.0,139000,7.61,6.82,False,"1-200"
44939021,"Dow","https://www.dow.com",78,"Chemicals","Chemicals",42951.0,1359.0,30430.0,36500,"","",False,"1-200"
25243892,"Liberty Mutual Insurance Group","https://www.libertymutual.com",77,"Insurance: Property and Casualty (Stock)","Financials",43228.0,1044.0,"",45000,"","",True,"1-200"
50025160,"United Airlines Holdings","https://www.united.com",76,"Airlines","Transportation",43259.0,3009.0,9114.0,96000,"","",True,"1-200"
60987513,"Best Buy","https://investors.bestbuy.com/investor-relations/overview/default.aspx",75,"Specialty Retailers","Retailing",45521.0,1727.0,29062.0,125000,7.39,5.41,True,"1-200"
95760748,"Nationwide","https://www.nationwide.com",74,"Insurance: Property and Casualty (Mutual)","Financials",43982.0,829.7,"",28114,"","",True,"1-200"
62824499,"New York Life Insurance","https://www.newyorklife.com",73,"Insurance: Life and Health","Financials",44117.0,1004.0,"",11519,6.4,6.36,True,"1-200"
77223592,"Allstate","https://www.allstate.com",72,"Insurance: Property and Casualty","Financials",44245.0,4725.0,33752.0,46035,6.66,6.53,True,"1-200"
7684579,"Charter Communications","https://www.charter.com",71,"Telecommunications","Telecommunications",45764.0,1668.0,137205.0,95100,"","",True,"1-200"
73347725,"American Airlines Group","https://www.aa.com",70,"Airlines","Transportation",45768.0,1686.0,5655.0,133700,"","",True,"1-200"
11663411,"Merck","https://www.merck.com",69,"Pharmaceuticals","Health Care",47347.0,11517.0,208627.0,71000,7.45,7.46,True,"1-200"
33131762,"Delta Air Lines","https://www.delta.com",68,"Airlines","Transportation",17095.0,12385.0,26543.0,90000,6.89,7.31,True,"1-200"
39511968,"American Express","https://www.americanexpress.com",67,"Consumer Credit Card and Related Services","Financials",38185.0,3135.0,103823.0,64000,6.76,6.51,True,"1-200"
61173779,"American International Group","https://www.aig.com",66,"Insurance: Property and Casualty (Stock)","Financials",49746.0,3348.0,27682.0,46000,"","",True,"1-200"
17081064,"HCA Healthcare","https://www.hcahealthcare.com",65,"Health Care: Medical Facilities","Health Care",50763.0,3399.0,56831.0,245000,6.83,"",True,"1-200"
89802512,"Pfizer","https://www.pfizer.com",64,"Pharmaceuticals","Health Care",48649.0,8686.0,202882.0,88300,6.52,6.65,True,"1-200"
93968555,"Cisco Systems","https://www.cisco.com",63,"Network and Other Communications Equipment","Technology",48071.0,10462.0,191585.0,77500,6.55,7.85,True,"1-200"
81280069,"Caterpillar","https://www.caterpillar.com",62,"Construction and Farm Machinery","Industrials",41748.0,2998.0,104491.0,102300,8.08,7.34,True,"1-200"
92536935,"Morgan Stanley","https://www.morganstanley.com",61,"Megabanks","Financials",52047.0,10996.0,135401.0,68097,6.41,6.55,True,"1-200"
48599151,"Goldman Sachs Group","https://www.goldmansachs.com",60,"Megabanks","Financials",52778.0,9459.0,104183.0,40500,6.7,6.68,True,"1-200"
58723819,"Energy Transfer","https://www.energytransfer.com",59,"Pipelines","Energy",54213.0,3592.0,17648.0,12812,"","",True,"1-200"
94341056,"HP","https://www8.hp.com",58,"Computers","Technology",56639.0,2844.0,32499.0,53000,6.36,6.43,True,"1-200"
63679216,"Lockheed Martin","https://www.lockheedmartin.com",57,"Aerospace and Defense","Aerospace & Defense",65398.0,6833.0,95594.0,114000,7.58,7.18,False,"1-200"
98581364,"Sysco","https://www.sysco.com",56,"Wholesalers: Food and Grocery","Wholesalers",60114.0,1674.3,26828.0,69000,"","",False,"1-200"
91822368,"Albertsons","https://www.albertsonscompanies.com",55,"Food & Drug Stores","Food & Drug Stores",62455.0,466.4,7118.0,270000,"","",False,"1-200"
55010996,"Archer Daniels Midland","https://www.adm.com",54,"Food Production","Food, Beverages & Tobacco",64355.0,1772.0,29767.0,38100,6.37,6.15,False,"1-200"
17368181,"Prudential Financial (U.S.)","https://www.prudential.com",53,"Insurance: Life and Health","Financials",60169.0,65.0,33268.0,51511,6.57,"",True,"1-200"
92380288,"Humana","https://www.humana.com",52,"Health Care: Insurance and Managed Care","Health Care",74388.0,4153.0,54438.0,46000,6.62,6.36,True,"1-200"
57050526,"PepsiCo","https://www.pepsico.com",51,"Consumer Food Products","Food, Beverages & Tobacco",68557.0,7041.0,195312.0,267000,7.65,7.61,False,"1-200"
48056767,"Procter & Gamble","https://www.pginvestor.com",50,"Soaps and Cosmetics","Household Products",73975.0,13848.0,324875.0,99000,7.34,7.37,True,"1-200"
55529641,"Walt Disney","https://www.thewaltdisneycompany.com",49,"Entertainment","Media",65388.0,2864.0,315029.0,203000,8.49,8.39,True,"1-200"
32700926,"MetLife","https://www.metlife.com",48,"Insurance: Life and Health","Financials",65567.0,5842.0,46483.0,49000,6.23,"",True,"1-200"
31132966,"FedEx","https://www.fedex.com",47,"Delivery","Transportation",74729.0,2452.0,66788.0,374198,6.08,6.47,True,"1-200"
79142021,"Facebook","https://investor.fb.com",46,"Interactive Media and Services","Technology",78975.0,25276.0,768185.0,44942,6.3,7.23,True,"1-200"
56495473,"Intel","https://www.intel.com",45,"Semiconductors and Other Electronic Components","Technology",71965.0,21048.0,202996.0,110800,6.91,6.31,True,"1-200"
40837856,"Lowe’s","https://www.lowes.com",44,"Specialty Retailers","Retailing",85313.0,5367.0,126315.0,260000,6.83,"",True,"1-200"
90714086,"UPS","https://www.ups.com",43,"Delivery","Transportation",80300.0,4584.0,138166.0,377640,6.78,6.82,True,"1-200"
3894558,"Centene","https://www.centene.com",42,"Health Care: Insurance and Managed Care","Health Care",101690.0,2029.0,36191.0,71100,6.72,6.43,True,"1-200"
18282660,"Freddie Mac","https://www.freddiemac.com",41,"Diversified Financials","Financials",75125.0,7214.0,6404.0,6892,"","",True,"1-200"
17842618,"Boeing","https://www.boeing.com",40,"Aerospace & Defense","Aerospace & Defense",76559.0,636.0,89183.0,161100,"","",False,"1-200"
54956764,"Raytheon Technologies","https://www.rtx.com",39,"Aerospace and Defense","Aerospace & Defense",56587.0,3519.0,104549.0,243200,"","",False,"1-200"
73313709,"IBM","https://www.ibm.com",38,"Information Technology Services","Technology",73620.0,5590.0,115909.0,352600,6.62,6.65,True,"1-200"
69858041,"Target","https://corporate.target.com",37,"General Merchandisers","Retailing",88621.0,3822.0,94296.0,368000,7.63,7.92,True,"1-200"
55229784,"State Farm Insurance","https://www.statefarm.com",36,"Insurance: Property and Casualty (Mutual)","Financials",79395.0,5592.7,"",57672,6.27,6.18,True,"1-200"
16922709,"Johnson & Johnson","https://www.jnj.com",35,"Pharmaceuticals","Health Care",82584.0,14714.0,427473.0,132200,7.55,8.08,True,"1-200"
83192852,"Dell Technologies","https://www.delltechnologies.com",34,"Computers","Technology",92144.0,2431.0,57773.0,165000,6.61,6.57,True,"1-200"
84482324,"General Electric","https://www.ge.com",33,"Industrial Machinery","Industrials",95214.0,4979.0,53132.0,205000,"","",True,"1-200"
90987102,"Valero Energy","https://www.valero.com",32,"Petroleum Refining","Energy",102729.0,2422.0,22928.0,10222,"","",True,"1-200"
96185568,"Citigroup","https://www.citigroup.com",31,"Megabanks","Financials",88839.0,11370.0,131684.0,210000,6.12,6.08,True,"1-200"
20224692,"Wells Fargo","https://www.wellsfargo.com",30,"Banks: Commercial and Savings","Financials",103915.0,19549.0,99941.0,259800,"","",True,"1-200"
31743452,"Anthem","https://www.antheminc.com",29,"Health Care: Insurance and Managed Care","Health Care",121867.0,4572.0,79964.0,70600,6.69,5.91,True,"1-200"
82475883,"Comcast","https://corporate.comcast.com",28,"Entertainment","Telecommunications",103564.0,10534.0,223642.0,190000,"","",True,"1-200"
60549119,"Phillips 66","https://www.phillips66.com",27,"Petroleum Refining","Energy",109559.0,3076.0,27084.0,14500,"","",True,"1-200"
36053009,"Home Depot","https://www.homedepot.com",26,"Specialty Retailers","Retailing",125631.0,12490.0,295312.0,415700,7.06,6.28,True,"1-200"
4802185,"Bank of America","https://www.bankofamerica.com",25,"Megabanks","Financials",95753.0,17894.0,279768.0,212505,6.92,6.83,True,"1-200"
59997007,"Fannie Mae","https://www.fanniemae.com",24,"Diversified Financials","Financials",120304.0,14160.0,11350.0,7500,"","",True,"1-200"
54111319,"Kroger","https://www.thekrogerco.com",23,"Food and Drugstores","Food & Drug Stores",130654.0,2989.0,25178.0,435000,6.03,6.13,False,"1-200"
1710396,"Marathon Petroleum","https://www.marathonpetroleum.com",22,"Petroleum Refining","Energy",124813.0,2637.0,24840.0,60910,"","",True,"1-200"
56358397,"Microsoft","https://www.microsoft.com",21,"Computer Software","Technology",153554.0,51310.0,1696122.0,163000,8.3,8.17,True,"1-200"
25821083,"Verizon Communications","https://www.verizon.com",20,"Telecommunications","Telecommunications",128292.0,17801.0,236948.0,132200,6.81,7.15,True,"1-200"
88942938,"Walgreens Boots Alliance","https://www.walgreensbootsalliance.com",19,"Food and Drugstores","Food & Drug Stores",141505.0,697.0,41552.0,331000,6.89,6.84,False,"1-200"
46589664,"General Motors","https://www.gm.com",18,"Motor Vehicles","Motor Vehicles & Parts",115793.0,3387.0,79953.0,164000,6.7,6.44,False,"1-200"
69943097,"JPMorgan Chase","https://www.jpmorganchase.com",17,"Megabanks","Financials",129503.0,29131.0,414465.0,255351,7.24,7.12,True,"1-200"
26299420,"Cardinal Health","https://www.cardinalhealth.com",16,"Wholesalers: Health Care","Health Care",154646.0,973.0,16018.0,48000,5.16,5.71,True,"1-200"
65966087,"Chevron","https://www.chevron.com",15,"Petroleum Refining","Energy",146516.0,2924.0,156714.0,48200,"","",True,"1-200"
46807785,"Costco Wholesale","https://www.costco.com",14,"General Merchandisers","Retailing",172929.0,4324.0,160040.0,214500,7.33,7.54,True,"1-200"
82902726,"Cigna","https://www.cigna.com",13,"Health Care: Pharmacy and Other Services","Health Care",154089.0,4917.0,60335.0,73700,"","",True,"1-200"
76983223,"Ford Motor","https://www.ford.com",12,"Motor Vehicles & Parts","Motor Vehicles & Parts",155900.0,47.0,26297.0,190000,"","",False,"1-200"
76661259,"Alphabet","https://www.abc.xyz",11,"Internet Services and Retailing","Technology",171704.0,35713.0,1274139.0,132121,7.68,8.17,True,"1-200"
20885145,"AmerisourceBergen","https://www.amerisourcebergen.com",10,"Wholesalers: Health Care","Health Care",189894.0,3409.0,21246.0,22000,5.57,6.1,True,"1-200"
10087241,"AT&T","https://www.att.com",9,"Telecommunications","Telecommunications",171760.0,5176.0,206369.0,230760,7.26,7.27,True,"1-200"
23217707,"McKesson","https://www.mckesson.com",8,"Wholesalers: Health Care","Health Care",234194.0,2228.0,29570.0,70000,6.38,6.78,True,"1-200"
27610884,"UnitedHealth Group","https://www.unitedhealthgroup.com",7,"Health Care: Insurance and Managed Care","Health Care",257141.0,15403.0,332885.0,325000,8.14,8.03,True,"1-200"
51333781,"Berkshire Hathaway","https://www.berkshirehathaway.com",6,"Insurance: Property and Casualty","Financials",247981.0,35845.0,550878.0,391500,7.64,7.73,True,"1-200"
42703456,"CVS Health","https://www.cvshealth.com",5,"Health Care: Pharmacy and Other Services","Health Care",265285.0,7953.0,98496.0,290000,6.81,7.2,True,"1-200"
24788477,"Apple","https://www.apple.com",4,"Computers","Technology",294135.0,63930.0,2221176.0,147000,8.19,8.4,True,"1-200"
18843081,"Exxon Mobil","https://www.exxonmobil.com",3,"Petroleum Refining","Energy",264938.0,14340.0,177923.0,74900,"","",True,"1-200"
18101757,"Amazon","https://www.amazon.com",2,"Internet Services and Retailing","Retailing",347945.0,17377.0,1637405.0,1125300,7.75,8.3,True,"1-200"
7268382,"Walmart","https://www.stock.walmart.com",1,"General Merchandisers","Retailing",548743.0,19742.0,411690.0,2200000,7.0,7.64,True,"1-200"
